age,NativeCountry,WorkClass,EducationNumber,EducationLevel,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek
31,0,2,10,4,4,0,2,-0.1473664551602441,-0.21637494832950377,40
18,0,2,7,2,4,7,3,-0.1473664551602441,-0.21637494832950377,22
44,0,2,13,5,2,11,0,0.9105776620516814,-0.21637494832950377,50
36,0,2,9,3,0,4,1,-0.1473664551602441,-0.21637494832950377,40
53,0,5,16,7,2,9,0,-0.1473664551602441,-0.21637494832950377,50
51,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
43,0,2,13,5,2,12,0,-0.1473664551602441,-0.21637494832950377,24
45,0,2,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,50
30,0,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
43,0,2,14,6,2,3,0,0.9105776620516814,-0.21637494832950377,53
28,0,2,14,6,4,9,1,-0.1473664551602441,-0.21637494832950377,50
46,1,3,13,5,2,6,0,0.8569098413294324,-0.21637494832950377,40
37,0,3,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,50
20,0,2,7,2,4,12,2,-0.1473664551602441,-0.21637494832950377,40
36,1,2,12,9,4,12,1,1.8265084690447326,-0.21637494832950377,40
20,0,2,10,4,4,10,3,-0.1473664551602441,-0.21637494832950377,16
30,0,2,13,5,4,7,1,-0.1473664551602441,-0.21637494832950377,40
33,1,2,9,3,2,7,5,-0.1473664551602441,-0.21637494832950377,38
20,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
18,0,2,6,2,4,7,3,-0.1473664551602441,-0.21637494832950377,3
23,0,2,10,4,4,10,3,-0.1473664551602441,-0.21637494832950377,40
17,0,2,7,2,4,11,3,-0.1473664551602441,-0.21637494832950377,13
23,0,2,9,3,4,11,1,-0.1473664551602441,-0.21637494832950377,40
23,1,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
18,0,2,8,2,4,11,3,-0.1473664551602441,-0.21637494832950377,35
62,0,3,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,50
42,0,2,12,9,2,9,0,-0.1473664551602441,-0.21637494832950377,50
71,0,2,9,3,2,10,0,0.7838390392691393,-0.21637494832950377,20
27,0,2,10,4,5,11,1,-0.1473664551602441,-0.21637494832950377,40
36,0,2,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,50
29,0,3,15,10,2,9,0,-0.1473664551602441,-0.21637494832950377,55
42,0,2,11,8,4,0,1,-0.1473664551602441,-0.21637494832950377,60
27,0,2,15,10,2,0,0,-0.1473664551602441,-0.21637494832950377,40
48,0,2,6,2,2,13,0,-0.1473664551602441,-0.21637494832950377,40
35,0,2,5,2,4,3,1,-0.1473664551602441,-0.21637494832950377,40
30,0,2,10,4,2,13,0,-0.1473664551602441,-0.21637494832950377,60
40,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,60
66,1,2,10,4,2,10,0,-0.1473664551602441,-0.21637494832950377,40
38,0,2,9,3,2,10,3,-0.1473664551602441,-0.21637494832950377,45
38,0,2,9,3,4,7,3,-0.1473664551602441,-0.21637494832950377,40
18,0,2,8,2,4,7,3,-0.1473664551602441,-0.21637494832950377,20
28,1,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
29,0,0,9,3,0,0,1,-0.1473664551602441,-0.21637494832950377,45
80,0,4,9,3,4,3,1,-0.1473664551602441,-0.21637494832950377,20
35,0,1,13,5,2,2,0,-0.1473664551602441,-0.21637494832950377,40
34,0,2,9,3,0,11,1,-0.1473664551602441,3.674099004563517,40
70,0,4,13,5,2,9,0,2.6118475789469775,-0.21637494832950377,35
41,0,2,9,3,2,2,0,-0.1473664551602441,4.400810176896364,40
18,0,2,7,2,4,11,3,-0.1473664551602441,-0.21637494832950377,8
51,0,2,13,5,2,3,0,0.9105776620516814,-0.21637494832950377,40
33,0,2,13,5,2,3,0,-0.1473664551602441,4.437512761357619,45
35,0,2,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,40
37,1,2,13,5,5,12,1,-0.1473664551602441,-0.21637494832950377,40
39,0,4,10,4,2,4,0,-0.1473664551602441,-0.21637494832950377,80
64,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
22,0,4,10,4,4,4,3,-0.1473664551602441,-0.21637494832950377,20
33,0,2,12,9,3,2,1,-0.1473664551602441,-0.21637494832950377,20
24,0,2,9,3,4,5,3,-0.1473664551602441,-0.21637494832950377,40
62,0,5,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,40
37,0,2,11,8,4,0,3,-0.1473664551602441,-0.21637494832950377,38
39,0,2,10,4,4,2,4,-0.1473664551602441,-0.21637494832950377,40
50,0,4,13,5,2,4,0,-0.1473664551602441,-0.21637494832950377,80
38,0,2,10,4,0,11,4,-0.1473664551602441,-0.21637494832950377,40
52,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
21,0,2,10,4,4,0,1,-0.1473664551602441,-0.21637494832950377,25
47,1,3,4,1,4,2,1,-0.1473664551602441,-0.21637494832950377,40
61,1,2,8,2,2,2,0,-0.1473664551602441,-0.21637494832950377,40
45,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,40
46,0,2,9,3,4,5,2,-0.1473664551602441,-0.21637494832950377,5
42,0,2,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,40
56,0,4,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,35
49,0,1,9,3,2,2,0,-0.1473664551602441,4.682196657765985,40
51,0,1,14,6,2,9,0,-0.1473664551602441,-0.21637494832950377,40
46,0,3,14,6,2,3,0,-0.1473664551602441,5.636463853758612,50
27,0,2,13,5,2,12,5,-0.1473664551602441,-0.21637494832950377,40
62,0,4,15,10,2,9,0,-0.1473664551602441,-0.21637494832950377,15
44,0,2,13,5,2,13,0,-0.1473664551602441,-0.21637494832950377,55
45,0,2,11,8,2,9,0,-0.1473664551602441,-0.21637494832950377,24
43,0,2,6,2,4,6,1,-0.1473664551602441,-0.21637494832950377,40
28,0,2,9,3,3,12,1,-0.1473664551602441,-0.21637494832950377,37
29,0,2,7,2,4,6,3,-0.1473664551602441,-0.21637494832950377,48
53,0,2,13,5,2,2,0,-0.1473664551602441,-0.21637494832950377,44
17,0,3,6,2,4,11,3,-0.1473664551602441,-0.21637494832950377,15
38,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
31,0,2,10,4,2,3,0,1.920083130816859,-0.21637494832950377,50
64,0,2,9,3,4,3,1,-0.1473664551602441,-0.21637494832950377,3
40,0,2,10,4,2,6,0,-0.1473664551602441,5.115287154408793,40
66,0,2,14,6,2,9,0,0.2566559080205849,-0.21637494832950377,20
18,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,20
56,0,2,9,3,4,7,1,-0.1473664551602441,-0.21637494832950377,40
19,0,2,10,4,4,6,2,-0.1473664551602441,-0.21637494832950377,50
29,0,0,10,4,3,0,3,-0.1473664551602441,-0.21637494832950377,40
18,0,2,7,2,2,5,3,-0.1473664551602441,-0.21637494832950377,40
68,0,4,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
24,0,2,9,3,0,3,1,-0.1473664551602441,-0.21637494832950377,40
39,1,2,10,4,2,0,0,-0.1473664551602441,-0.21637494832950377,25
27,0,4,7,2,2,2,0,-0.1473664551602441,-0.21637494832950377,40
46,0,2,9,3,2,0,5,0.2796367440734454,-0.21637494832950377,52
55,0,5,12,9,0,0,3,-0.1473664551602441,-0.21637494832950377,40
33,0,2,9,3,4,13,1,-0.1473664551602441,-0.21637494832950377,40
31,0,4,13,5,4,2,1,-0.1473664551602441,-0.21637494832950377,55
61,0,2,10,4,4,12,3,-0.1473664551602441,-0.21637494832950377,16
42,0,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,55
49,1,4,4,1,2,7,0,-0.1473664551602441,-0.21637494832950377,70
47,0,3,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,42
27,0,2,9,3,5,5,4,-0.1473664551602441,-0.21637494832950377,40
52,0,2,12,9,2,11,0,0.2796367440734454,-0.21637494832950377,48
28,0,2,10,4,5,5,1,-0.1473664551602441,-0.21637494832950377,40
25,0,1,13,5,4,9,3,-0.1473664551602441,-0.21637494832950377,40
56,1,2,9,3,2,0,0,-0.1473664551602441,-0.21637494832950377,35
19,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,16
25,1,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,30
57,0,0,9,3,5,0,2,-0.1473664551602441,-0.21637494832950377,35
22,0,2,11,8,4,7,1,-0.1473664551602441,-0.21637494832950377,30
38,0,2,13,5,2,11,0,-0.1473664551602441,-0.21637494832950377,40
23,0,2,13,5,4,11,3,-0.1473664551602441,-0.21637494832950377,40
39,0,2,10,4,5,0,4,-0.1473664551602441,-0.21637494832950377,40
20,0,2,9,3,4,6,2,-0.1473664551602441,-0.21637494832950377,40
23,0,2,13,5,4,0,3,-0.1473664551602441,-0.21637494832950377,40
48,0,2,13,5,2,3,0,0.5424714558157423,-0.21637494832950377,45
24,0,2,9,3,4,0,2,-0.1473664551602441,-0.21637494832950377,40
43,0,2,8,2,2,13,0,-0.1473664551602441,-0.21637494832950377,40
37,0,2,11,8,0,6,1,-0.1473664551602441,-0.21637494832950377,48
33,0,2,11,8,5,2,1,-0.1473664551602441,5.763699479890962,42
26,0,2,9,3,0,7,2,-0.1473664551602441,-0.21637494832950377,40
34,0,2,10,4,0,0,1,-0.1473664551602441,-0.21637494832950377,40
37,0,4,10,4,2,3,0,0.45619011326997255,-0.21637494832950377,50
37,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,51
53,1,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
22,0,2,9,3,4,0,3,-0.1473664551602441,-0.21637494832950377,40
47,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
60,0,2,14,6,4,9,1,-0.1473664551602441,-0.21637494832950377,50
41,0,4,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,45
24,0,2,9,3,5,6,1,-0.1473664551602441,-0.21637494832950377,40
50,0,3,14,6,2,11,0,-0.1473664551602441,-0.21637494832950377,40
64,0,2,13,5,2,3,0,1.920083130816859,-0.21637494832950377,40
24,0,5,13,5,4,0,2,-0.1473664551602441,-0.21637494832950377,10
35,0,2,9,3,0,3,4,-0.1473664551602441,-0.21637494832950377,50
47,0,4,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,45
25,0,2,13,5,4,11,3,-0.1473664551602441,-0.21637494832950377,20
32,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
41,0,1,10,4,2,13,5,-0.1473664551602441,-0.21637494832950377,25
28,0,2,10,4,2,2,0,-0.1473664551602441,-0.21637494832950377,40
22,0,2,10,4,4,9,3,-0.1473664551602441,-0.21637494832950377,40
37,0,5,9,3,3,7,4,-0.1473664551602441,-0.21637494832950377,20
40,0,2,9,3,0,7,1,-0.1473664551602441,-0.21637494832950377,40
21,1,2,5,2,4,5,2,-0.1473664551602441,-0.21637494832950377,40
34,0,3,9,3,2,0,0,-0.1473664551602441,-0.21637494832950377,45
54,1,2,9,3,4,7,2,-0.1473664551602441,-0.21637494832950377,20
19,0,2,9,3,4,7,3,-0.1473664551602441,-0.21637494832950377,40
48,1,2,10,4,4,3,1,-0.1473664551602441,-0.21637494832950377,40
43,0,2,9,3,0,4,1,-0.1473664551602441,-0.21637494832950377,40
47,0,2,9,3,0,8,1,-0.1473664551602441,-0.21637494832950377,4
33,0,4,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,60
28,0,2,10,4,5,6,1,-0.1473664551602441,-0.21637494832950377,40
58,0,2,14,6,2,11,0,-0.1473664551602441,-0.21637494832950377,40
49,0,2,10,4,2,6,0,-0.1473664551602441,-0.21637494832950377,60
33,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,45
49,0,2,5,2,0,7,1,-0.1473664551602441,-0.21637494832950377,37
43,0,2,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,50
48,0,4,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,50
61,0,2,9,3,2,10,0,-0.1473664551602441,-0.21637494832950377,40
25,0,2,9,3,5,3,4,-0.1473664551602441,-0.21637494832950377,40
24,1,2,13,5,4,3,3,-0.1473664551602441,-0.21637494832950377,40
44,0,2,14,6,2,9,0,0.9105776620516814,-0.21637494832950377,55
25,0,2,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,40
34,1,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
49,0,2,9,3,0,7,3,-0.1473664551602441,-0.21637494832950377,40
24,0,2,9,3,2,6,5,-0.1473664551602441,-0.21637494832950377,24
29,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
53,0,0,14,6,2,0,0,-0.1473664551602441,-0.21637494832950377,40
27,0,2,6,2,0,13,1,-0.1473664551602441,-0.21637494832950377,75
37,0,4,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,45
29,0,2,9,3,4,3,1,0.15179724291711363,-0.21637494832950377,50
55,0,0,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,60
20,0,2,10,4,4,7,1,-0.1473664551602441,-0.21637494832950377,35
39,0,2,10,4,4,12,4,-0.1473664551602441,-0.21637494832950377,40
26,0,0,10,4,2,0,0,-0.1473664551602441,-0.21637494832950377,40
39,0,2,9,3,2,13,0,-0.1473664551602441,4.400810176896364,40
51,0,2,13,5,2,2,0,-0.1473664551602441,-0.21637494832950377,50
37,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
65,0,2,7,2,6,7,4,-0.1473664551602441,-0.21637494832950377,40
28,0,0,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
28,0,2,9,3,4,2,3,-0.1473664551602441,-0.21637494832950377,40
44,1,2,13,5,0,7,1,-0.1473664551602441,-0.21637494832950377,40
25,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,40
22,0,2,10,4,4,12,2,-0.1473664551602441,-0.21637494832950377,40
24,0,2,10,4,4,0,3,-0.1473664551602441,-0.21637494832950377,30
35,0,2,8,2,2,2,0,-0.1473664551602441,-0.21637494832950377,84
21,0,2,9,3,4,11,3,-0.1473664551602441,-0.21637494832950377,40
32,0,2,13,5,2,12,0,1.920083130816859,-0.21637494832950377,40
26,0,2,10,4,2,3,0,0.9105776620516814,-0.21637494832950377,40
72,0,2,11,8,5,7,4,0.7777842082132959,-0.21637494832950377,25
35,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
37,0,1,13,5,2,12,0,-0.1473664551602441,-0.21637494832950377,45
45,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
42,0,3,4,1,0,2,4,-0.1473664551602441,-0.21637494832950377,25
20,0,2,9,3,4,7,4,-0.1473664551602441,4.679749818801901,40
35,0,2,13,5,4,11,1,-0.1473664551602441,-0.21637494832950377,50
41,1,2,11,8,4,2,1,-0.1473664551602441,-0.21637494832950377,40
51,0,2,9,3,0,7,4,-0.1473664551602441,-0.21637494832950377,38
42,0,4,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,40
57,0,5,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
48,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
42,0,2,12,9,2,0,0,0.9105776620516814,-0.21637494832950377,42
62,0,4,10,4,6,4,4,-0.1473664551602441,-0.21637494832950377,50
32,1,2,6,2,4,6,3,-0.1473664551602441,-0.21637494832950377,40
29,0,2,11,8,4,9,1,-0.1473664551602441,-0.21637494832950377,43
46,0,4,15,10,2,9,0,-0.1473664551602441,4.437512761357619,45
30,0,2,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,42
47,0,2,10,4,2,2,0,-0.1473664551602441,-0.21637494832950377,40
45,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,40
24,0,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
26,0,1,10,4,2,7,2,-0.1473664551602441,-0.21637494832950377,40
37,1,2,2,1,2,6,0,-0.1473664551602441,-0.21637494832950377,40
47,0,2,12,9,0,11,3,-0.1473664551602441,-0.21637494832950377,44
56,0,4,13,5,3,9,1,-0.1473664551602441,-0.21637494832950377,40
56,0,3,13,5,2,11,0,1.920083130816859,-0.21637494832950377,50
27,0,2,9,3,4,2,1,0.3101861189461103,-0.21637494832950377,40
31,0,4,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,60
55,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
55,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,40
47,0,2,9,3,4,0,2,-0.1473664551602441,-0.21637494832950377,40
45,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,40
17,0,2,8,2,4,7,3,-0.1473664551602441,-0.21637494832950377,16
32,0,2,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,60
34,0,1,11,8,0,10,3,-0.1473664551602441,-0.21637494832950377,40
26,0,1,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,25
19,0,1,10,4,4,9,3,-0.1473664551602441,-0.21637494832950377,20
48,0,3,6,2,2,4,0,-0.1473664551602441,-0.21637494832950377,80
27,0,2,9,3,2,0,5,-0.1473664551602441,-0.21637494832950377,40
33,0,2,11,8,2,2,0,-0.1473664551602441,-0.21637494832950377,40
49,0,2,13,5,2,11,0,-0.1473664551602441,5.692741149932536,55
25,0,2,9,3,2,12,0,-0.1473664551602441,-0.21637494832950377,84
49,0,2,7,2,4,7,1,-0.1473664551602441,-0.21637494832950377,60
28,1,4,3,1,2,5,0,-0.1473664551602441,-0.21637494832950377,25
23,0,2,10,4,4,0,3,-0.1473664551602441,-0.21637494832950377,40
29,0,2,12,9,2,9,0,-0.1473664551602441,-0.21637494832950377,50
21,0,5,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,12
22,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,30
28,1,2,3,1,4,7,1,-0.1473664551602441,-0.21637494832950377,40
44,0,2,10,4,2,2,0,0.9105776620516814,-0.21637494832950377,45
28,0,2,10,4,4,0,3,-0.1473664551602441,-0.21637494832950377,26
34,0,4,10,4,0,0,4,-0.1473664551602441,-0.21637494832950377,50
24,1,2,10,4,4,0,3,-0.1473664551602441,-0.21637494832950377,40
50,0,2,7,2,2,13,0,-0.1473664551602441,-0.21637494832950377,70
43,0,5,10,4,0,3,4,-0.1473664551602441,-0.21637494832950377,40
18,0,2,6,2,4,7,3,-0.1473664551602441,-0.21637494832950377,6
25,0,1,14,6,4,9,3,-0.1473664551602441,-0.21637494832950377,20
46,0,5,9,3,5,0,4,-0.1473664551602441,-0.21637494832950377,37
60,0,4,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,42
90,0,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,55
43,0,2,13,5,2,6,0,-0.1473664551602441,4.400810176896364,40
49,0,2,10,4,0,12,2,-0.1473664551602441,-0.21637494832950377,35
43,0,2,13,5,2,11,0,1.920083130816859,-0.21637494832950377,45
25,0,2,13,5,4,11,1,-0.1473664551602441,-0.21637494832950377,40
44,0,1,13,5,2,10,5,1.920083130816859,-0.21637494832950377,40
44,0,2,9,3,2,11,0,-0.1473664551602441,4.437512761357619,40
34,0,3,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,60
46,0,2,10,4,2,11,0,-0.1473664551602441,4.780070216329332,50
38,0,2,10,4,2,2,0,-0.1473664551602441,-0.21637494832950377,40
35,0,2,9,3,2,5,0,-0.1473664551602441,-0.21637494832950377,45
38,0,2,9,3,2,6,5,-0.1473664551602441,-0.21637494832950377,40
36,1,2,12,9,0,3,4,-0.1473664551602441,-0.21637494832950377,40
41,0,2,7,2,0,5,4,-0.1473664551602441,-0.21637494832950377,40
29,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
20,0,2,10,4,4,7,1,-0.1473664551602441,-0.21637494832950377,30
27,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,50
45,0,0,9,3,2,0,0,-0.1473664551602441,-0.21637494832950377,40
37,0,2,10,4,3,9,1,-0.1473664551602441,-0.21637494832950377,30
20,0,1,9,3,4,5,3,-0.1473664551602441,-0.21637494832950377,40
45,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,28
24,0,2,13,5,4,12,3,-0.1473664551602441,-0.21637494832950377,40
39,0,4,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,72
27,0,2,13,5,4,5,4,-0.1473664551602441,-0.21637494832950377,35
42,0,2,13,5,2,13,0,-0.1473664551602441,-0.21637494832950377,48
35,0,1,10,4,2,7,0,-0.1473664551602441,-0.21637494832950377,40
42,0,0,14,6,2,9,0,-0.1473664551602441,4.437512761357619,40
49,0,0,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
39,0,2,10,4,0,3,1,-0.1473664551602441,-0.21637494832950377,40
25,0,2,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,60
36,0,3,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,60
17,0,2,7,2,4,5,3,-0.1473664551602441,-0.21637494832950377,25
