isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
1,0,2,4,0.2033507987387109,0.06224340217864349,0,5,0,0.3402613507091234,-0.08746311722482583,0,0,0
0,0,2,3,1.0238763218382256,-0.13459348373588,0,0,6,1.1403261027788907,0.08931486660544799,0,0,0
1,1,3,3,-0.6504955577861647,-0.16143487726967867,2,6,0,-0.5703095825857498,0.26609285043572184,0,0,0
0,1,2,3,0.2866528823021134,0.6617011911001469,2,5,0,0.42866629568920817,1.4151497453325017,0,0,0
0,1,2,3,-0.725467432993227,-0.3224832384724706,2,6,0,-0.6763955165618515,-0.10956036520361005,0,0,0
0,1,3,3,-0.5130471199065506,0.1338204516021066,3,6,0,-0.47306414310765654,0.22189835447815337,0,0,0
0,1,2,3,-0.13818774387123936,-0.3493246320062693,1,2,0,-0.061981148950262334,-0.17585210913996274,0,0,0
1,1,3,2,-0.33394764024523527,-0.37616602554006795,0,0,0,-0.2299505444124234,-0.24214385307631542,0,0,0
0,1,3,3,-0.5880189951136129,-0.38511315671800084,0,4,0,-0.5261071100957074,-0.2642411010550996,1,12,1
0,0,2,3,1.4112310104080472,3.122162265031691,0,0,6,1.6221330529203526,-0.37472734094902077,1,4,1
1,1,2,3,1.0363716343727358,-0.2688004514048733,0,0,0,1.2110500587629585,-0.04326862126725737,0,0,0
0,0,2,2,-0.6629908703206752,-0.18827627080347734,3,6,0,-0.68523601105986,-0.19794935711874698,0,0,0
1,0,2,4,0.3241388199056445,-0.23301192669314177,0,0,0,0.3535220924561361,-0.1537548611611785,2,4,1
1,0,2,4,-0.025729931060645986,-0.3493246320062693,0,0,3,0.09272750476488602,-0.17585210913996274,0,0,0
1,1,2,4,1.6611372610982547,-0.01828077842275249,0,0,0,1.8873478878606071,-0.33053284499145236,1,3,1
0,0,2,4,-0.6671559744988452,-0.1435406149138129,4,6,0,-0.6940765055578685,-0.37472734094902077,0,0,0
0,1,2,4,-0.6130096201826336,-0.3940602878959337,1,6,0,-0.5261071100957074,-0.35263009297023656,0,0,0
0,0,2,4,-0.7129721204587166,-0.29564184493867196,2,6,0,-0.68523601105986,-0.33053284499145236,0,0,0
0,1,2,3,-0.5047169115502104,-0.09880495902414847,3,5,0,-0.4111806816215972,-0.19794935711874698,0,0,0
0,0,3,4,-0.4755611823030195,-0.3582717631842022,0,6,0,-0.4686438958586523,-0.24214385307631542,1,2,1
1,1,3,4,-0.6504955577861647,-0.16143487726967867,2,6,0,-0.6675550220638431,-0.22004660509753118,0,0,0
0,1,3,2,-0.7046419121023764,-0.2777475825828062,1,6,0,-0.6896562583088642,-0.33053284499145236,0,0,0
0,1,3,2,-0.725467432993227,-0.3224832384724706,3,6,0,-0.6587145275658346,-0.37472734094902077,1,2,1
0,1,2,4,-0.7754486831312685,-0.4298488126076653,0,6,0,-0.6984967528068727,-0.37472734094902077,0,0,0
0,1,2,3,-0.6504955577861647,-0.38511315671800084,1,4,0,-0.5835703243327625,-0.2642411010550996,0,0,0
0,0,2,3,-0.5088820157283805,-0.36721889436213506,0,1,5,-0.41560092887060146,-0.22004660509753118,0,0,0
0,0,2,3,-0.7504580580622477,-0.37616602554006795,1,6,0,-0.6984967528068727,-0.37472734094902077,0,0,0
1,0,1,3,-0.392259098739617,-0.37616602554006795,0,0,6,-0.3316162311395209,-0.24214385307631542,0,0,0
1,0,2,3,-0.7629533705967582,-0.4030074190738666,1,6,0,-0.6940765055578685,-0.35263009297023656,1,2,1
1,0,2,3,0.09922319428445776,-0.3493246320062693,0,0,3,0.20765393323899622,-0.17585210913996274,0,0,0
1,0,3,3,-0.10903201462404849,-0.37616602554006795,1,1,4,0.008742807033805483,-0.37472734094902077,1,14,1
0,1,2,3,-0.7504580580622477,-0.37616602554006795,1,6,0,-0.6984967528068727,-0.24214385307631542,1,1,1
0,0,1,3,-0.6963117037460361,-0.2598533202269404,2,5,0,-0.6984967528068727,-0.37472734094902077,1,1,1
0,1,3,4,-0.6963117037460361,-0.3493246320062693,1,4,0,-0.6145120550757922,-0.37472734094902077,1,6,1
1,1,3,4,-0.40475441127412737,0.3664458622283616,4,6,0,-0.610091807826788,1.5919277291627754,0,0,0
0,1,3,4,0.02841642325556564,-0.24195905787107466,0,0,0,-0.061981148950262334,-0.24214385307631542,0,0,0
0,1,2,4,0.02841642325556564,-0.3493246320062693,0,0,0,0.15461096625094536,-0.17585210913996274,1,2,1
0,1,2,3,3.093933098388778,0.008560615111046171,0,0,6,3.3327687382849933,0.5091625782023483,0,0,0
0,0,1,3,0.14920444442249928,-0.3493246320062693,0,0,0,0.18997294424297928,-0.22004660509753118,0,0,0
0,1,3,3,-0.4963867031938701,-0.10775209020208136,2,6,0,-0.6896562583088642,0.2439956024569376,0,0,0
0,1,2,3,-0.6088445160044635,-0.18827627080347734,2,6,0,-0.5216868628467032,-0.3084355970126681,0,0,0
1,1,3,4,2.989805493934525,-0.045122171956551146,0,0,0,3.2620447823009253,0.5091625782023483,0,0,0
1,0,2,4,-0.004904410169795361,0.6080184040325496,2,2,0,0.11040849376090298,-0.04326862126725737,0,0,0
0,0,1,3,-0.15068305640574975,0.11592618924624082,0,0,4,-0.04872040720324962,-0.24214385307631542,0,0,0
0,0,3,3,-0.6463304536079947,-0.2598533202269404,1,5,0,-0.6366132913208133,-0.3084355970126681,0,0,0
1,0,2,4,0.02841642325556564,1.055374962929194,1,3,0,-0.610091807826788,-0.13165761318239427,0,0,0
0,0,4,3,0.16586486113517976,-0.3224832384724706,0,0,6,0.30047912546808525,-0.35263009297023656,1,4,1
0,0,3,4,-0.6088445160044635,-0.09880495902414847,1,6,0,-0.6940765055578685,-0.35263009297023656,0,0,0
0,1,2,3,-0.7421278497059075,-0.4119545502517995,1,6,0,-0.6631347748148388,-0.37472734094902077,0,0,0
1,0,2,3,-0.7213023288150568,-0.31353610729453774,1,6,0,-0.6410335385698176,-0.37472734094902077,0,0,0
1,0,2,4,-0.017399722704305735,0.7422253717015429,0,6,0,0.10598824651189874,2.520012144271713,0,0,0
1,1,3,3,-0.7754486831312685,-0.4298488126076653,0,6,0,-0.6984967528068727,-0.37472734094902077,1,1,1
0,1,3,2,0.19502059038237066,-0.2777475825828062,0,0,6,0.22091467498600895,-0.04326862126725737,1,15,1
1,0,2,4,-0.092371597911368,0.9390622576160664,1,6,0,-0.6808157638108557,3.006151599804966,0,0,0
1,0,2,3,-0.6629908703206752,0.33065733751663007,2,6,0,-0.5791500770837583,-0.37472734094902077,2,6,1
0,0,2,4,-0.7754486831312685,-0.4298488126076653,4,6,0,-0.6984967528068727,-0.37472734094902077,0,0,0
1,0,2,3,-0.2423153483254925,1.377471685334778,2,3,0,-0.13270510493433016,-0.2642411010550996,0,0,0
0,1,3,2,-0.12985753551489912,-0.37616602554006795,0,1,3,-0.013358429211215711,-0.24214385307631542,0,0,0
0,1,1,3,-0.40058930709595725,-0.3314303696504035,0,0,6,-0.3183554893925082,-0.2642411010550996,1,9,1
0,1,2,4,0.34496434079649513,-0.3314303696504035,0,0,0,0.4905497571752675,-0.13165761318239427,0,0,0
0,0,2,4,-0.5921840992917831,-0.036175040778618266,2,6,0,-0.6984967528068727,-0.37472734094902077,0,0,0
0,1,2,4,-0.7629533705967582,-0.4030074190738666,2,6,0,-0.6984967528068727,-0.37472734094902077,1,1,1
1,0,2,4,-0.758788266418588,-0.17038200844761156,3,6,0,-0.6940765055578685,-0.2863383490338839,1,2,1
1,0,2,3,-0.14235284804940948,-0.3493246320062693,0,2,4,-0.05314065445225386,-0.17585210913996274,0,0,0
0,0,2,4,-0.6130096201826336,-0.3940602878959337,0,0,0,-0.5349476045937159,-0.37472734094902077,1,13,1
0,1,2,3,-0.10486691044587837,1.0106393070395294,2,5,0,-0.592410818830771,-0.22004660509753118,0,0,0
0,0,3,3,0.5907054873085326,-0.31353610729453774,0,0,3,0.7380836031195048,-0.10956036520361005,0,0,0
1,0,2,3,-0.7546231622404179,-0.3403775008283364,3,6,0,-0.6896562583088642,-0.2642411010550996,0,0,0
1,0,2,3,0.2658273614112628,-0.15248774609174578,0,0,0,0.3844638231991658,0.31028734639329025,0,0,0
0,1,2,4,1.298773197597454,-0.15248774609174578,0,0,0,1.502786377197238,0.31028734639329025,0,0,0
1,0,2,2,-0.6838163912115257,-0.3582717631842022,0,6,0,-0.6012513133287795,-0.19794935711874698,1,2,1
0,1,3,3,-0.7004768079242063,-0.2688004514048733,3,6,0,-0.6984967528068727,-0.33053284499145236,0,0,0
0,0,2,4,1.4153961145862173,-0.2240647955152089,0,0,6,1.4364826684621745,0.13350936256301646,1,12,1
1,0,2,3,0.607365904021213,-0.2688004514048733,0,0,6,0.685040636131454,0.0009258746903110837,0,0,0
0,1,3,2,-0.5338726407974013,-0.3493246320062693,0,2,4,-0.4686438958586523,-0.17585210913996274,1,2,1
0,0,2,4,-0.6171747243608038,-0.2598533202269404,1,6,0,-0.5305273573447117,0.0009258746903110837,0,0,0
0,0,2,2,-0.7754486831312685,-0.4298488126076653,0,6,0,-0.6984967528068727,-0.37472734094902077,1,1,1
1,0,2,4,1.3654148644481758,-0.01828077842275249,0,0,0,1.573510333181306,0.6417460660750536,0,0,0
1,1,3,4,0.7156586126536363,-0.009333647244819603,1,5,0,0.8839517623366447,0.6638433140538379,1,4,1
0,0,2,4,-0.20066430654379125,-0.2866947137607391,0,3,3,-0.08850263244428777,-0.021171373288473145,0,0,0
1,1,2,4,1.140499238826989,3.122162265031691,1,2,0,-0.15480634117935135,-0.24214385307631542,0,0,0
0,0,2,4,-0.7671184747749282,-0.4119545502517995,1,6,0,-0.6940765055578685,-0.35263009297023656,0,0,0
0,1,2,3,-0.6504955577861647,-0.15248774609174578,3,6,0,-0.6675550220638431,-0.37472734094902077,2,4,1
0,0,2,4,-0.35477316113608587,0.15171471395797237,3,6,0,-0.2520517806574446,-0.33053284499145236,0,0,0
0,1,3,2,-0.12985753551489912,-0.3224832384724706,0,0,0,-0.0575609017012581,-0.22004660509753118,1,10,1
1,0,1,3,-0.18816899400928086,0.813802421125006,1,2,4,-0.6631347748148388,-0.37472734094902077,0,0,0
1,1,2,2,-0.7671184747749282,-0.4298488126076653,0,6,0,-0.6896562583088642,-0.37472734094902077,0,0,0
1,1,3,3,-0.6463304536079947,-0.3493246320062693,0,0,4,-0.592410818830771,-0.2642411010550996,1,9,1
0,1,3,3,-0.5505330575100817,-0.38511315671800084,0,0,5,-0.4774843903566608,-0.2642411010550996,0,0,0
0,0,2,4,-0.7046419121023764,-0.2777475825828062,3,6,0,-0.6763955165618515,0.0009258746903110837,0,0,0
0,0,2,3,1.17382007225235,-0.24195905787107466,0,0,4,1.370178959727111,0.08931486660544799,0,0,0
1,1,3,4,-0.6005143076481233,0.008560615111046171,2,6,0,-0.6808157638108557,-0.35263009297023656,0,0,0
1,1,3,4,-0.625504932717144,-0.215117664337276,1,6,0,-0.5393678518427201,0.15560661054180067,1,2,1
0,1,2,3,0.2658273614112628,-0.3493246320062693,0,0,3,0.40656505944418697,-0.37472734094902077,1,3,1
0,0,1,3,0.34496434079649513,0.10697905806830793,2,2,1,0.4905497571752675,0.0009258746903110837,0,0,0
0,0,2,3,0.4032757992908769,-0.30458897611660485,0,0,6,0.4684485209302463,-0.0653658692460416,1,11,1
0,0,2,3,0.14503934024432916,-0.3582717631842022,0,0,0,0.27837788922306406,-0.22004660509753118,0,0,0
1,0,3,3,-0.01323461852613561,1.207476192954053,2,5,0,-0.6233525495738007,0.0009258746903110837,0,0,0
0,0,2,3,2.3733700755653464,-0.13459348373588,0,0,6,2.643210167440332,-0.37472734094902077,1,4,1
0,0,3,2,3.335509140722645,5.502099158361839,2,2,0,0.5877951966533608,0.3323845943720745,0,0,0
0,1,2,2,-0.258975765038173,-0.37616602554006795,0,0,1,-0.1503860939303471,-0.24214385307631542,0,0,0
0,1,3,2,-0.45057055723399875,-0.36721889436213506,0,0,0,-0.3537174673845421,-0.2863383490338839,2,6,1
1,0,2,4,-0.758788266418588,-0.3940602878959337,1,6,0,-0.6808157638108557,-0.37472734094902077,1,5,1
0,1,3,4,-0.7629533705967582,-0.4030074190738666,5,6,0,-0.6984967528068727,-0.3084355970126681,1,1,1
0,1,2,3,-0.025729931060645986,-0.3493246320062693,0,0,0,-0.0575609017012581,-0.17585210913996274,0,0,0
0,1,3,3,1.6194862193165533,-0.215117664337276,0,0,0,1.5911913221773228,0.15560661054180067,0,0,0
1,0,2,3,0.11171850681896814,2.567440131999852,1,1,0,0.23417541673302167,-0.17585210913996274,0,0,0
0,1,2,3,0.00342579818654489,-0.3403775008283364,0,0,0,0.12808948275691992,-0.37472734094902077,1,10,1
1,0,2,3,-0.23398513996915224,0.11592618924624082,0,0,0,-0.4111806816215972,0.04512037064787954,0,0,0
0,0,2,4,-0.43391014052131827,0.30381594398283146,1,6,0,-0.6189323023247965,-0.24214385307631542,0,0,0
0,1,2,3,-0.7088070162805465,-0.29564184493867196,1,0,0,-0.6454537858188218,-0.37472734094902077,1,6,1
1,1,3,2,-0.458900765590339,-0.30458897611660485,0,0,1,-0.4465426596136311,-0.0653658692460416,1,6,1
0,0,3,2,2.7982107017386992,7.130477032745624,1,0,3,1.8431454153705646,18.297447201123653,0,0,0
0,0,3,3,-0.5463679533319117,-0.37616602554006795,0,0,6,-0.4686438958586523,-0.37472734094902077,1,12,1
1,0,2,4,-0.7004768079242063,-0.2688004514048733,4,6,0,-0.6808157638108557,-0.17585210913996274,0,0,0
1,1,2,4,-0.525542432441061,-0.3493246320062693,0,1,0,-0.48190463760566504,-0.17585210913996274,1,8,1
0,1,2,3,1.4195612187643873,-0.23301192669314177,0,0,5,1.4232219267151618,0.11141211458423222,0,0,0
0,1,3,2,-0.7462929538840777,-0.3582717631842022,3,6,0,-0.6984967528068727,-0.22004660509753118,1,1,1
0,0,2,2,-0.6713210786770154,-0.2061705331593431,3,4,0,-0.6763955165618515,-0.2642411010550996,0,0,0
0,0,1,3,0.21168100709505114,-0.3493246320062693,0,0,3,0.3491018452071319,-0.17585210913996274,0,0,0
0,0,3,4,-0.5380377449755713,-0.38511315671800084,0,0,5,-0.4686438958586523,-0.2642411010550996,0,0,0
0,1,3,3,-0.4922215990157,0.17855610749177103,1,6,0,-0.39791993987458446,0.06721761862666377,0,0,0
0,0,2,4,-0.7754486831312685,-0.4298488126076653,0,6,0,-0.6984967528068727,-0.37472734094902077,1,1,1
1,1,3,4,-0.7546231622404179,-0.38511315671800084,0,6,0,-0.6763955165618515,-0.2642411010550996,0,0,0
1,1,2,4,0.8864278839586114,-0.2866947137607391,0,0,2,1.0386604160517932,-0.021171373288473145,0,0,0
1,0,2,3,-0.13818774387123936,-0.36721889436213506,0,0,3,-0.031039418207232668,-0.22004660509753118,0,0,0
1,1,3,2,-0.758788266418588,-0.3940602878959337,3,6,0,-0.6984967528068727,-0.37472734094902077,0,0,0
